order_date,product_category,product_subcategory,product_name,region,state,sales
2023-01-05,Furniture,Chairs,Furniture Chairs Product 15,Central,Illinois,236.51018383670623
2023-01-05,Furniture,Bookcases,Furniture Bookcases Product 86,South,North Carolina,628.1105076524553
2023-01-06,Technology,Accessories,Technology Accessories Product 28,South,North Carolina,884.4474563296797
2023-01-06,Office Supplies,Storage,Office Supplies Storage Product 92,East,Massachusetts,907.7601571302965
2023-01-06,Technology,Phones,Technology Phones Product 27,West,California,819.8346182632682
2023-01-06,Technology,Machines,Technology Machines Product 70,South,Georgia,423.2368931172912
2023-01-06,Technology,Phones,Technology Phones Product 51,West,Arizona,176.60813175120126
2023-01-06,Technology,Phones,Technology Phones Product 62,East,Pennsylvania,962.8228219926901
2023-01-06,Office Supplies,Storage,Office Supplies Storage Product 2,Central,Illinois,156.60606065386588
2023-01-06,Technology,Machines,Technology Machines Product 2,West,Washington,42.720225571542905
2023-01-06,Technology,Phones,Technology Phones Product 19,West,Washington,535.6252374839651
2023-01-07,Furniture,Bookcases,Furniture Bookcases Product 75,South,Georgia,249.73833889465163
2023-01-07,Office Supplies,Paper,Office Supplies Paper Product 98,West,Washington,540.4169372340109
2023-01-07,Technology,Phones,Technology Phones Product 59,West,California,859.7752167655826
2023-01-07,Furniture,Bookcases,Furniture Bookcases Product 90,Central,Michigan,234.23081744595856
2023-01-07,Furniture,Chairs,Furniture Chairs Product 33,South,Georgia,937.3626888493671
2023-01-07,Technology,Machines,Technology Machines Product 92,East,New York,216.98090453033655
2023-01-08,Furniture,Tables,Furniture Tables Product 60,East,Pennsylvania,996.2911627603451
2023-01-08,Office Supplies,Paper,Office Supplies Paper Product 37,South,Georgia,196.8200372579656
2023-01-08,Technology,Machines,Technology Machines Product 19,South,Georgia,857.7610489593116
2023-01-09,Technology,Machines,Technology Machines Product 72,South,North Carolina,672.2983721670863
2023-01-09,Office Supplies,Storage,Office Supplies Storage Product 89,Central,Illinois,15.0109680077565
2023-01-09,Office Supplies,Pens,Office Supplies Pens Product 66,West,Arizona,655.4416469075745
2023-01-09,Technology,Phones,Technology Phones Product 68,East,Pennsylvania,332.14570117767505
2023-01-09,Furniture,Bookcases,Furniture Bookcases Product 17,South,Florida,547.1148282493504
2023-01-09,Furniture,Bookcases,Furniture Bookcases Product 86,Central,Texas,251.54974694529275
2023-01-10,Office Supplies,Paper,Office Supplies Paper Product 51,West,Arizona,440.0504218553244
2023-01-10,Technology,Accessories,Technology Accessories Product 97,South,Georgia,497.59251688067525
2023-01-10,Technology,Phones,Technology Phones Product 48,Central,Michigan,770.8684741632459
2023-01-10,Technology,Accessories,Technology Accessories Product 93,West,California,884.6590820435964
2023-01-10,Technology,Phones,Technology Phones Product 24,East,New York,557.2373171671351
2023-01-10,Furniture,Bookcases,Furniture Bookcases Product 60,East,Massachusetts,312.64004909431003
2023-01-11,Technology,Machines,Technology Machines Product 18,East,Pennsylvania,936.7932264191732
2023-01-11,Office Supplies,Storage,Office Supplies Storage Product 46,South,North Carolina,618.857154432178
2023-01-11,Office Supplies,Storage,Office Supplies Storage Product 66,Central,Michigan,302.3376825347494
2023-01-11,Office Supplies,Paper,Office Supplies Paper Product 33,East,Massachusetts,711.8218869410174
2023-01-11,Furniture,Chairs,Furniture Chairs Product 42,Central,Texas,812.012260732389
2023-01-11,Technology,Phones,Technology Phones Product 60,West,Arizona,506.5011317403276
2023-01-11,Technology,Phones,Technology Phones Product 8,South,North Carolina,797.83474274174
2023-01-12,Furniture,Bookcases,Furniture Bookcases Product 92,West,Washington,444.0893817879061
2023-01-12,Furniture,Tables,Furniture Tables Product 51,East,Pennsylvania,547.2181883605009
2023-01-12,Technology,Accessories,Technology Accessories Product 58,West,Washington,257.7488469107054
2023-01-13,Furniture,Tables,Furniture Tables Product 60,East,New York,829.5903137497128
2023-01-13,Technology,Machines,Technology Machines Product 68,West,California,202.4362336549243
2023-01-13,Office Supplies,Storage,Office Supplies Storage Product 99,Central,Illinois,969.8414984430174
2023-01-13,Office Supplies,Pens,Office Supplies Pens Product 19,East,Massachusetts,439.18553020493465
2023-01-13,Office Supplies,Storage,Office Supplies Storage Product 90,East,Pennsylvania,963.0219305311458
2023-01-13,Furniture,Bookcases,Furniture Bookcases Product 9,South,Florida,67.61165955335917
2023-01-14,Furniture,Tables,Furniture Tables Product 96,West,Washington,717.4499634730618
2023-01-15,Technology,Phones,Technology Phones Product 1,South,Florida,740.5179475288109
2023-01-15,Furniture,Chairs,Furniture Chairs Product 22,East,Massachusetts,57.2389664147323
2023-01-15,Office Supplies,Storage,Office Supplies Storage Product 86,East,New York,124.91191410184707
2023-01-15,Technology,Machines,Technology Machines Product 94,West,Washington,706.6212807862235
2023-01-15,Office Supplies,Pens,Office Supplies Pens Product 48,East,Massachusetts,352.8412778785068
2023-01-15,Office Supplies,Pens,Office Supplies Pens Product 23,West,Washington,949.6542742754721
2023-01-15,Office Supplies,Storage,Office Supplies Storage Product 10,West,Arizona,508.10489599428684
2023-01-15,Technology,Phones,Technology Phones Product 4,South,Georgia,944.8090811539157
2023-01-16,Office Supplies,Storage,Office Supplies Storage Product 33,East,New York,550.1606214227755
2023-01-16,Technology,Machines,Technology Machines Product 65,East,Pennsylvania,214.61751627797793
2023-01-16,Technology,Phones,Technology Phones Product 12,Central,Texas,28.03960739503423
2023-01-16,Furniture,Tables,Furniture Tables Product 35,Central,Illinois,659.1654090269348
2023-01-17,Furniture,Chairs,Furniture Chairs Product 7,South,North Carolina,699.7697937105091
2023-01-17,Technology,Machines,Technology Machines Product 29,South,Florida,805.4461210810001
2023-01-18,Office Supplies,Paper,Office Supplies Paper Product 73,South,Georgia,990.6000905806666
2023-01-18,Office Supplies,Paper,Office Supplies Paper Product 96,South,Georgia,931.449752347529
2023-01-18,Technology,Phones,Technology Phones Product 55,East,Massachusetts,756.9974453438356
2023-01-18,Technology,Accessories,Technology Accessories Product 17,East,Pennsylvania,501.5955787762469
2023-01-18,Technology,Accessories,Technology Accessories Product 13,Central,Michigan,395.3096619468215
2023-01-18,Technology,Phones,Technology Phones Product 19,South,Florida,326.12050121451074
2023-01-18,Office Supplies,Storage,Office Supplies Storage Product 52,Central,Texas,635.5188400481013
2023-01-18,Technology,Phones,Technology Phones Product 99,South,Florida,558.1660218223427
2023-01-18,Technology,Phones,Technology Phones Product 23,South,Florida,122.32995599727353
2023-01-19,Office Supplies,Pens,Office Supplies Pens Product 39,West,Arizona,65.31244313057654
2023-01-19,Furniture,Bookcases,Furniture Bookcases Product 93,Central,Michigan,125.8963462633298
2023-01-19,Technology,Accessories,Technology Accessories Product 58,South,Florida,110.11144936156234
2023-01-19,Furniture,Tables,Furniture Tables Product 13,South,North Carolina,402.6850859347093
2023-01-19,Furniture,Tables,Furniture Tables Product 66,East,New York,93.98933694434
2023-01-20,Technology,Phones,Technology Phones Product 86,South,Florida,947.7760916100201
2023-01-20,Technology,Phones,Technology Phones Product 4,South,North Carolina,711.0993836273678
2023-01-20,Furniture,Chairs,Furniture Chairs Product 54,Central,Michigan,256.2369128859851
2023-01-21,Furniture,Tables,Furniture Tables Product 67,East,New York,411.15006591360293
2023-01-21,Office Supplies,Pens,Office Supplies Pens Product 20,South,Florida,824.5624483579262
2023-01-21,Furniture,Chairs,Furniture Chairs Product 3,East,Pennsylvania,406.2206639433046
2023-01-22,Technology,Phones,Technology Phones Product 38,East,Pennsylvania,804.0881565364667
2023-01-23,Office Supplies,Paper,Office Supplies Paper Product 75,South,Florida,260.4602663093487
2023-01-23,Furniture,Chairs,Furniture Chairs Product 18,Central,Illinois,224.6410155206263
2023-01-23,Furniture,Bookcases,Furniture Bookcases Product 1,East,Pennsylvania,588.4711688038692
2023-01-23,Furniture,Chairs,Furniture Chairs Product 75,South,North Carolina,950.9073692357931
2023-01-23,Office Supplies,Paper,Office Supplies Paper Product 8,West,Washington,394.38570014997345
2023-01-24,Technology,Phones,Technology Phones Product 64,Central,Texas,41.992791598553964
2023-01-24,Technology,Phones,Technology Phones Product 84,East,New York,141.8532739715122
2023-01-25,Technology,Accessories,Technology Accessories Product 82,Central,Illinois,617.281043976432
2023-01-25,Office Supplies,Pens,Office Supplies Pens Product 56,West,Washington,556.0719938186294
2023-01-25,Technology,Machines,Technology Machines Product 33,West,California,485.5663810476911
2023-01-26,Furniture,Chairs,Furniture Chairs Product 26,Central,Illinois,970.2152538364571
2023-01-27,Technology,Phones,Technology Phones Product 98,East,Massachusetts,142.51359761262685
2023-01-28,Furniture,Tables,Furniture Tables Product 92,East,New York,999.7204965532693
2023-01-28,Office Supplies,Storage,Office Supplies Storage Product 53,Central,Illinois,728.8596356311295
2023-01-28,Office Supplies,Pens,Office Supplies Pens Product 83,East,New York,456.0386939569926
2023-01-28,Office Supplies,Paper,Office Supplies Paper Product 51,East,New York,215.1553725179759
2023-01-28,Technology,Phones,Technology Phones Product 32,West,Arizona,122.42201627763274
2023-01-29,Office Supplies,Pens,Office Supplies Pens Product 3,Central,Texas,853.6596853153547
2023-01-29,Office Supplies,Paper,Office Supplies Paper Product 94,West,Arizona,409.44803755027306
2023-01-30,Furniture,Chairs,Furniture Chairs Product 85,West,Washington,806.9942208441682
2023-01-30,Furniture,Tables,Furniture Tables Product 64,South,North Carolina,357.081683218531
2023-01-30,Office Supplies,Pens,Office Supplies Pens Product 30,Central,Michigan,100.09207014081697
2023-01-30,Office Supplies,Paper,Office Supplies Paper Product 38,East,Massachusetts,402.57735449805745
2023-01-30,Furniture,Tables,Furniture Tables Product 51,East,New York,798.5070579171385
2023-01-30,Office Supplies,Paper,Office Supplies Paper Product 74,East,New York,980.2322495326223
2023-01-30,Technology,Accessories,Technology Accessories Product 77,West,Arizona,583.853435127021
2023-01-31,Furniture,Chairs,Furniture Chairs Product 23,Central,Michigan,406.29748402117855
2023-01-31,Technology,Machines,Technology Machines Product 96,Central,Michigan,670.8821611358169
2023-01-31,Office Supplies,Paper,Office Supplies Paper Product 51,Central,Illinois,177.2457124414429
2023-02-01,Technology,Accessories,Technology Accessories Product 1,East,New York,362.4315694292663
2023-02-01,Office Supplies,Pens,Office Supplies Pens Product 49,West,Washington,693.4908803430717
2023-02-01,Technology,Accessories,Technology Accessories Product 47,East,Pennsylvania,90.94144162938319
2023-02-01,Office Supplies,Storage,Office Supplies Storage Product 63,South,Florida,12.569074139810095
2023-02-01,Technology,Phones,Technology Phones Product 99,East,Massachusetts,541.2247395274592
2023-02-01,Office Supplies,Pens,Office Supplies Pens Product 90,South,Georgia,535.9530964337987
2023-02-02,Technology,Accessories,Technology Accessories Product 14,Central,Michigan,716.2160900257069
2023-02-02,Furniture,Bookcases,Furniture Bookcases Product 18,West,Washington,537.2910937904729
2023-02-03,Furniture,Chairs,Furniture Chairs Product 28,West,Arizona,328.8583739273465
2023-02-03,Furniture,Tables,Furniture Tables Product 90,West,California,891.622007932496
2023-02-03,Technology,Accessories,Technology Accessories Product 67,East,New York,484.7862807367077
2023-02-03,Furniture,Tables,Furniture Tables Product 34,Central,Illinois,568.8139570974149
2023-02-03,Office Supplies,Paper,Office Supplies Paper Product 6,South,North Carolina,611.4796700706371
2023-02-03,Furniture,Bookcases,Furniture Bookcases Product 70,East,New York,244.85452381863453
2023-02-03,Office Supplies,Paper,Office Supplies Paper Product 70,West,Arizona,492.93170280065056
2023-02-03,Office Supplies,Storage,Office Supplies Storage Product 62,West,Washington,181.63985934180727
2023-02-03,Furniture,Chairs,Furniture Chairs Product 3,Central,Michigan,416.2928587197649
2023-02-04,Furniture,Tables,Furniture Tables Product 66,South,Georgia,866.8520546350404
2023-02-04,Office Supplies,Pens,Office Supplies Pens Product 94,South,North Carolina,671.9567877251867
2023-02-04,Technology,Accessories,Technology Accessories Product 79,Central,Texas,287.1793027236813
2023-02-04,Technology,Accessories,Technology Accessories Product 26,West,Arizona,207.51185806493658
2023-02-05,Technology,Machines,Technology Machines Product 1,West,Washington,295.7442477078532
2023-02-05,Technology,Accessories,Technology Accessories Product 11,Central,Illinois,537.26353822607
2023-02-05,Technology,Accessories,Technology Accessories Product 50,South,North Carolina,553.1170867587716
2023-02-05,Office Supplies,Pens,Office Supplies Pens Product 13,South,North Carolina,96.98943013023025
2023-02-06,Technology,Phones,Technology Phones Product 9,Central,Michigan,476.8604266646568
2023-02-06,Furniture,Bookcases,Furniture Bookcases Product 94,Central,Illinois,852.2201854162902
2023-02-06,Office Supplies,Pens,Office Supplies Pens Product 75,East,Pennsylvania,189.42073550400355
2023-02-06,Furniture,Chairs,Furniture Chairs Product 40,South,North Carolina,57.61369752444681
2023-02-06,Technology,Machines,Technology Machines Product 14,South,North Carolina,826.8813499258692
2023-02-07,Technology,Machines,Technology Machines Product 78,West,Washington,365.24217928226744
2023-02-07,Technology,Accessories,Technology Accessories Product 89,West,Arizona,716.6446303067727
2023-02-07,Furniture,Chairs,Furniture Chairs Product 38,East,Massachusetts,444.3572286344557
2023-02-07,Technology,Phones,Technology Phones Product 17,East,Massachusetts,390.0523091594793
2023-02-07,Office Supplies,Paper,Office Supplies Paper Product 51,Central,Michigan,437.2128617050782
2023-02-08,Furniture,Bookcases,Furniture Bookcases Product 72,West,Arizona,879.8428242197039
2023-02-08,Technology,Accessories,Technology Accessories Product 27,South,Florida,160.15813093542366
2023-02-08,Technology,Phones,Technology Phones Product 27,Central,Illinois,43.197110388421585
2023-02-09,Office Supplies,Pens,Office Supplies Pens Product 5,Central,Texas,348.6609312287484
2023-02-09,Office Supplies,Paper,Office Supplies Paper Product 31,Central,Illinois,136.21377570866258
2023-02-09,Furniture,Chairs,Furniture Chairs Product 8,East,New York,236.95888128031507
2023-02-09,Technology,Accessories,Technology Accessories Product 27,Central,Michigan,697.008960022429
2023-02-09,Office Supplies,Storage,Office Supplies Storage Product 27,East,Massachusetts,959.4840466183875
2023-02-09,Office Supplies,Pens,Office Supplies Pens Product 72,Central,Michigan,295.05032031096886
2023-02-10,Office Supplies,Pens,Office Supplies Pens Product 89,East,Massachusetts,728.8346302017768
2023-02-10,Furniture,Chairs,Furniture Chairs Product 37,South,Georgia,161.01365248511874
2023-02-10,Furniture,Tables,Furniture Tables Product 9,West,Arizona,739.0797932684756
2023-02-10,Technology,Accessories,Technology Accessories Product 11,Central,Illinois,122.1056653823477
2023-02-10,Technology,Accessories,Technology Accessories Product 36,West,Arizona,921.6334637911986
2023-02-10,Furniture,Tables,Furniture Tables Product 55,Central,Michigan,405.01267683142896
2023-02-10,Technology,Phones,Technology Phones Product 9,West,California,14.58570277455683
2023-02-10,Technology,Machines,Technology Machines Product 63,South,Florida,864.8829592068274
2023-02-11,Office Supplies,Storage,Office Supplies Storage Product 82,Central,Texas,919.2701776899081
2023-02-11,Furniture,Bookcases,Furniture Bookcases Product 51,West,California,503.38409501208497
2023-02-11,Office Supplies,Paper,Office Supplies Paper Product 88,East,New York,782.6907504706268
2023-02-11,Furniture,Tables,Furniture Tables Product 26,South,North Carolina,666.9019982965435
2023-02-11,Furniture,Chairs,Furniture Chairs Product 84,East,New York,561.7323152011475
2023-02-11,Office Supplies,Storage,Office Supplies Storage Product 61,South,Florida,306.5999526488123
2023-02-12,Furniture,Bookcases,Furniture Bookcases Product 56,Central,Texas,213.08824407718708
2023-02-12,Technology,Phones,Technology Phones Product 45,East,Pennsylvania,838.1991651594095
2023-02-12,Furniture,Tables,Furniture Tables Product 1,West,Arizona,458.7559464005473
2023-02-12,Office Supplies,Pens,Office Supplies Pens Product 92,East,Pennsylvania,502.0418293330365
2023-02-12,Furniture,Bookcases,Furniture Bookcases Product 4,East,New York,84.74833016585033
2023-02-12,Furniture,Tables,Furniture Tables Product 74,Central,Texas,531.3126819927008
2023-02-12,Technology,Machines,Technology Machines Product 55,South,North Carolina,868.3238224114083
2023-02-13,Technology,Phones,Technology Phones Product 67,South,Georgia,675.1738161627411
2023-02-13,Technology,Accessories,Technology Accessories Product 67,Central,Illinois,561.1543689355324
2023-02-13,Office Supplies,Storage,Office Supplies Storage Product 96,South,North Carolina,607.1654281552098
2023-02-13,Office Supplies,Storage,Office Supplies Storage Product 16,South,Florida,149.67103028993643
2023-02-13,Office Supplies,Storage,Office Supplies Storage Product 55,South,North Carolina,22.871904275628673
2023-02-13,Furniture,Chairs,Furniture Chairs Product 23,East,Massachusetts,131.54912076608142
2023-02-13,Furniture,Chairs,Furniture Chairs Product 60,West,Washington,911.5177635049009
2023-02-13,Technology,Machines,Technology Machines Product 2,Central,Michigan,43.88582971232383
2023-02-14,Technology,Phones,Technology Phones Product 38,South,North Carolina,369.130315719286
2023-02-14,Technology,Machines,Technology Machines Product 86,South,Florida,869.7832961389337
2023-02-14,Furniture,Tables,Furniture Tables Product 87,South,Florida,489.9305834788427
2023-02-14,Technology,Accessories,Technology Accessories Product 9,South,North Carolina,637.1434376278858
2023-02-15,Technology,Accessories,Technology Accessories Product 22,Central,Texas,984.5581588965166
2023-02-15,Office Supplies,Paper,Office Supplies Paper Product 98,Central,Illinois,28.206769781992065
2023-02-15,Office Supplies,Paper,Office Supplies Paper Product 42,South,Florida,281.3146684803339
2023-02-15,Technology,Phones,Technology Phones Product 25,West,Washington,723.0005558159728
2023-02-15,Technology,Accessories,Technology Accessories Product 86,East,Massachusetts,901.018455429624
2023-02-15,Office Supplies,Storage,Office Supplies Storage Product 40,West,California,668.3863078007929
2023-02-15,Furniture,Tables,Furniture Tables Product 45,East,Pennsylvania,410.33768653353405
2023-02-16,Office Supplies,Storage,Office Supplies Storage Product 65,Central,Illinois,607.1205883717244
2023-02-16,Office Supplies,Paper,Office Supplies Paper Product 21,Central,Michigan,362.11598930029965
2023-02-17,Furniture,Bookcases,Furniture Bookcases Product 99,West,Washington,402.68287932153373
2023-02-18,Office Supplies,Pens,Office Supplies Pens Product 69,South,Florida,277.21211016827294
2023-02-18,Furniture,Bookcases,Furniture Bookcases Product 99,South,Georgia,847.9437708214117
2023-02-18,Furniture,Chairs,Furniture Chairs Product 98,East,Pennsylvania,479.4949356133659
2023-02-18,Technology,Phones,Technology Phones Product 40,East,New York,500.5364030441365
2023-02-18,Furniture,Tables,Furniture Tables Product 25,Central,Michigan,820.9112944974577
2023-02-18,Technology,Machines,Technology Machines Product 94,West,Washington,112.06280855360743
2023-02-18,Technology,Machines,Technology Machines Product 49,East,New York,950.7349802825944
2023-02-18,Furniture,Chairs,Furniture Chairs Product 47,South,North Carolina,958.589085073891
2023-02-19,Furniture,Chairs,Furniture Chairs Product 81,Central,Illinois,695.3537988726739
2023-02-19,Office Supplies,Paper,Office Supplies Paper Product 82,East,Massachusetts,696.2434593423554
2023-02-19,Technology,Phones,Technology Phones Product 26,Central,Texas,592.3811194002318
2023-02-20,Furniture,Tables,Furniture Tables Product 85,West,Washington,319.7263079405317
2023-02-21,Furniture,Chairs,Furniture Chairs Product 48,South,North Carolina,427.5450331332074
2023-02-21,Technology,Accessories,Technology Accessories Product 95,West,Arizona,460.5922481857945
2023-02-21,Furniture,Tables,Furniture Tables Product 17,West,Arizona,371.0502769627328
2023-02-21,Technology,Accessories,Technology Accessories Product 3,East,Massachusetts,346.4762141303855
2023-02-21,Furniture,Bookcases,Furniture Bookcases Product 39,Central,Illinois,543.0174754769797
2023-02-22,Technology,Phones,Technology Phones Product 82,East,New York,619.7045563004815
2023-02-22,Office Supplies,Pens,Office Supplies Pens Product 55,Central,Texas,990.4379002083593
2023-02-22,Furniture,Bookcases,Furniture Bookcases Product 13,East,Pennsylvania,939.6770215277672
2023-02-22,Furniture,Bookcases,Furniture Bookcases Product 39,West,California,769.5164060418156
2023-02-22,Technology,Accessories,Technology Accessories Product 57,South,Georgia,404.3045101358792
2023-02-22,Office Supplies,Paper,Office Supplies Paper Product 84,East,New York,246.3893743106193
2023-02-23,Technology,Accessories,Technology Accessories Product 30,West,Washington,241.27167353941084
2023-02-23,Technology,Phones,Technology Phones Product 53,West,Arizona,433.4954023985037
2023-02-23,Technology,Phones,Technology Phones Product 88,South,Georgia,950.4615721107231
2023-02-24,Furniture,Tables,Furniture Tables Product 39,South,Georgia,945.2847020684961
2023-02-24,Furniture,Tables,Furniture Tables Product 77,West,California,745.9192946646879
2023-02-24,Furniture,Chairs,Furniture Chairs Product 63,West,California,832.3360925731183
2023-02-24,Office Supplies,Pens,Office Supplies Pens Product 98,East,Pennsylvania,46.36461805234749
2023-02-24,Office Supplies,Storage,Office Supplies Storage Product 6,East,New York,633.4801437661915
2023-02-25,Technology,Phones,Technology Phones Product 99,South,North Carolina,529.7811858516654
2023-02-25,Furniture,Tables,Furniture Tables Product 35,West,Washington,699.0604118732543
2023-02-25,Furniture,Bookcases,Furniture Bookcases Product 13,South,Florida,541.6046786644795
2023-02-25,Technology,Accessories,Technology Accessories Product 98,Central,Illinois,397.258068419576
2023-02-25,Furniture,Chairs,Furniture Chairs Product 9,Central,Illinois,853.6715980135377
2023-02-25,Office Supplies,Paper,Office Supplies Paper Product 79,South,Florida,555.348796903048
2023-02-25,Furniture,Tables,Furniture Tables Product 88,South,Georgia,15.031318419845707
2023-02-26,Office Supplies,Pens,Office Supplies Pens Product 70,East,New York,895.5351316583867
2023-02-26,Technology,Phones,Technology Phones Product 40,East,Pennsylvania,596.4837068129224
2023-02-26,Office Supplies,Storage,Office Supplies Storage Product 56,South,North Carolina,548.3411189174252
2023-02-26,Technology,Phones,Technology Phones Product 33,West,Arizona,869.4791960110315
2023-02-26,Technology,Machines,Technology Machines Product 59,South,Florida,340.6687899577855
2023-02-27,Technology,Accessories,Technology Accessories Product 63,Central,Texas,197.32932438715582
2023-02-27,Technology,Machines,Technology Machines Product 45,West,California,38.95481020421356
2023-02-27,Furniture,Tables,Furniture Tables Product 10,South,Georgia,236.33890990967427
2023-02-27,Furniture,Bookcases,Furniture Bookcases Product 82,South,North Carolina,833.8128361781645
2023-02-27,Technology,Machines,Technology Machines Product 66,South,Florida,620.7576491919848
2023-02-27,Technology,Phones,Technology Phones Product 17,South,Georgia,382.9284083669308
2023-02-27,Technology,Machines,Technology Machines Product 70,Central,Texas,28.243441550835293
2023-02-27,Technology,Accessories,Technology Accessories Product 63,South,Georgia,932.7078244549173
2023-02-27,Technology,Accessories,Technology Accessories Product 68,South,North Carolina,947.8249093737746
2023-02-28,Office Supplies,Paper,Office Supplies Paper Product 10,West,California,67.34125595321031
2023-03-01,Furniture,Tables,Furniture Tables Product 50,West,Arizona,969.1890767328346
2023-03-01,Furniture,Bookcases,Furniture Bookcases Product 52,East,Massachusetts,74.96988312827281
2023-03-01,Technology,Accessories,Technology Accessories Product 79,South,Georgia,259.9836621914984
2023-03-01,Furniture,Tables,Furniture Tables Product 98,West,Washington,997.153255156134
2023-03-01,Technology,Machines,Technology Machines Product 13,East,Massachusetts,531.7538552497434
2023-03-01,Technology,Phones,Technology Phones Product 75,South,North Carolina,775.0945522166364
2023-03-01,Office Supplies,Storage,Office Supplies Storage Product 27,Central,Illinois,963.6042869057305
2023-03-01,Technology,Phones,Technology Phones Product 47,South,Florida,642.1406881874447
2023-03-02,Furniture,Chairs,Furniture Chairs Product 69,Central,Michigan,415.2406662518926
2023-03-02,Office Supplies,Storage,Office Supplies Storage Product 34,East,Massachusetts,40.82274205566625
2023-03-02,Technology,Accessories,Technology Accessories Product 15,South,Georgia,968.5114936355745
2023-03-02,Office Supplies,Paper,Office Supplies Paper Product 17,East,New York,162.12145777950155
2023-03-02,Furniture,Tables,Furniture Tables Product 50,South,Georgia,629.9581184151012
2023-03-02,Technology,Accessories,Technology Accessories Product 3,South,North Carolina,467.47631785800405
2023-03-03,Technology,Accessories,Technology Accessories Product 84,South,Florida,208.51947943333334
2023-03-03,Technology,Machines,Technology Machines Product 86,West,California,276.30347039074667
2023-03-03,Furniture,Chairs,Furniture Chairs Product 81,South,Florida,81.7224189166133
2023-03-03,Office Supplies,Pens,Office Supplies Pens Product 95,West,Arizona,698.0320672652771
2023-03-03,Technology,Accessories,Technology Accessories Product 41,South,Georgia,485.70187778525064
2023-03-03,Technology,Phones,Technology Phones Product 76,East,Pennsylvania,151.0705874724981
2023-03-03,Office Supplies,Pens,Office Supplies Pens Product 92,South,Florida,564.0521966520449
2023-03-04,Technology,Accessories,Technology Accessories Product 97,East,New York,357.12066189708895
2023-03-04,Technology,Phones,Technology Phones Product 26,West,Arizona,141.38859650262975
2023-03-05,Office Supplies,Pens,Office Supplies Pens Product 15,West,Washington,175.80775643647905
2023-03-05,Technology,Machines,Technology Machines Product 61,Central,Michigan,41.27028337738562
2023-03-05,Office Supplies,Paper,Office Supplies Paper Product 95,South,Florida,711.9699142564073
2023-03-05,Office Supplies,Pens,Office Supplies Pens Product 84,West,Arizona,816.6768626090471
2023-03-05,Furniture,Bookcases,Furniture Bookcases Product 84,South,North Carolina,819.1247922628688
2023-03-05,Office Supplies,Storage,Office Supplies Storage Product 3,Central,Illinois,172.35948617960227
2023-03-05,Office Supplies,Storage,Office Supplies Storage Product 82,West,Arizona,653.7912440147194
2023-03-06,Technology,Machines,Technology Machines Product 19,Central,Texas,343.5268338533958
2023-03-06,Technology,Machines,Technology Machines Product 53,Central,Michigan,170.05581870533462
2023-03-06,Office Supplies,Pens,Office Supplies Pens Product 83,West,California,996.3705768961745
2023-03-06,Technology,Machines,Technology Machines Product 3,South,North Carolina,409.2287475125935
2023-03-06,Technology,Phones,Technology Phones Product 54,Central,Michigan,265.10605962610157
2023-03-06,Technology,Accessories,Technology Accessories Product 85,Central,Texas,745.2794559879812
2023-03-06,Technology,Accessories,Technology Accessories Product 20,South,North Carolina,868.3611811612241
2023-03-06,Technology,Accessories,Technology Accessories Product 98,South,North Carolina,601.7463296033058
2023-03-06,Office Supplies,Storage,Office Supplies Storage Product 42,Central,Michigan,291.01598332255855
